,시도,시군구,월,일,경상자수,부상신고자수,중상자수,부상자수,사고건수,사망자수,연도
2257,인천,중구,09월,19일,0,0,1,1,2,1,2018년
2258,인천,중구,10월,19일,0,0,0,0,0,0,2018년
2259,인천,중구,11월,19일,1,1,0,2,2,0,2018년
2260,인천,중구,12월,19일,2,1,1,4,3,0,2018년
2261,인천,강화군,01월,20일,0,0,0,0,0,0,2018년
2262,인천,강화군,02월,20일,0,0,0,0,0,0,2018년
2263,인천,강화군,03월,20일,0,0,0,0,1,1,2018년
2264,인천,강화군,04월,20일,0,0,0,0,0,0,2018년
2265,인천,강화군,05월,20일,3,0,0,3,1,0,2018년
2266,인천,강화군,06월,20일,0,0,0,0,0,0,2018년
2267,인천,강화군,07월,20일,3,0,0,3,1,0,2018년
2268,인천,강화군,08월,20일,3,0,0,3,2,0,2018년
2269,인천,강화군,09월,20일,0,0,2,2,2,0,2018년
2270,인천,강화군,10월,20일,0,0,0,0,0,0,2018년
2271,인천,강화군,11월,20일,0,0,0,0,0,0,2018년
2272,인천,강화군,12월,20일,0,0,0,0,0,0,2018년
2273,인천,계양구,01월,20일,3,0,1,4,3,0,2018년
2274,인천,계양구,02월,20일,3,0,0,3,1,0,2018년
2275,인천,계양구,03월,20일,6,0,1,7,3,0,2018년
2276,인천,계양구,04월,20일,1,0,1,2,2,0,2018년
2277,인천,계양구,05월,20일,0,0,1,1,1,0,2018년
2278,인천,계양구,06월,20일,0,0,0,0,0,0,2018년
2279,인천,계양구,07월,20일,2,0,1,3,2,0,2018년
2280,인천,계양구,08월,20일,1,0,0,1,1,0,2018년
2281,인천,계양구,09월,20일,1,0,0,1,1,0,2018년
2282,인천,계양구,10월,20일,3,1,0,4,4,0,2018년
2283,인천,계양구,11월,20일,2,0,0,2,2,0,2018년
2284,인천,계양구,12월,20일,0,1,0,1,1,0,2018년
2285,인천,남동구,01월,20일,4,0,0,4,3,0,2018년
2286,인천,남동구,02월,20일,6,0,2,8,4,0,2018년
2287,인천,남동구,03월,20일,6,2,0,8,7,0,2018년
2288,인천,남동구,04월,20일,2,0,0,2,2,0,2018년
2289,인천,남동구,05월,20일,3,1,0,4,3,0,2018년
2290,인천,남동구,06월,20일,5,0,3,8,7,0,2018년
2291,인천,남동구,07월,20일,3,0,4,7,7,0,2018년
2292,인천,남동구,08월,20일,8,1,1,10,8,0,2018년
2293,인천,남동구,09월,20일,7,0,3,10,8,0,2018년
2294,인천,남동구,10월,20일,7,0,3,10,7,0,2018년
2295,인천,남동구,11월,20일,1,0,2,3,1,0,2018년
2296,인천,남동구,12월,20일,2,0,1,3,3,0,2018년
2297,인천,동구,01월,20일,0,0,0,0,0,0,2018년
2298,인천,동구,02월,20일,0,0,0,0,0,0,2018년
2299,인천,동구,03월,20일,0,0,0,0,0,0,2018년
2300,인천,동구,04월,20일,0,0,0,0,0,0,2018년
2301,인천,동구,05월,20일,0,0,0,0,0,0,2018년
2302,인천,동구,06월,20일,0,0,0,0,0,0,2018년
2303,인천,동구,07월,20일,0,0,0,0,0,0,2018년
2304,인천,동구,08월,20일,1,0,0,1,1,0,2018년
2305,인천,동구,09월,20일,0,0,0,0,0,0,2018년
2306,인천,동구,10월,20일,1,0,0,1,2,1,2018년
2307,인천,동구,11월,20일,0,0,0,0,0,0,2018년
2308,인천,동구,12월,20일,5,0,0,5,1,0,2018년
2309,인천,미추홀구,01월,20일,5,1,2,8,8,0,2018년
2310,인천,미추홀구,02월,20일,0,0,0,0,0,0,2018년
2311,인천,미추홀구,03월,20일,1,0,0,1,1,0,2018년
2312,인천,미추홀구,04월,20일,1,0,0,1,1,0,2018년
2313,인천,미추홀구,05월,20일,0,0,0,0,0,0,2018년
2314,인천,미추홀구,06월,20일,3,0,2,5,4,0,2018년
2315,인천,미추홀구,07월,20일,3,1,0,4,2,0,2018년
2316,인천,미추홀구,08월,20일,6,0,1,7,5,1,2018년
2317,인천,미추홀구,09월,20일,7,3,0,10,8,0,2018년
2318,인천,미추홀구,10월,20일,5,2,2,9,7,0,2018년
2319,인천,미추홀구,11월,20일,3,0,2,5,2,0,2018년
2320,인천,미추홀구,12월,20일,4,0,0,4,3,0,2018년
2321,인천,부평구,01월,20일,4,0,0,4,3,0,2018년
2322,인천,부평구,02월,20일,3,0,1,4,4,0,2018년
2323,인천,부평구,03월,20일,3,0,0,3,2,1,2018년
2324,인천,부평구,04월,20일,2,0,2,4,3,0,2018년
2325,인천,부평구,05월,20일,4,0,0,4,1,0,2018년
2326,인천,부평구,06월,20일,3,0,1,4,4,0,2018년
2327,인천,부평구,07월,20일,7,0,1,8,6,0,2018년
2328,인천,부평구,08월,20일,8,0,0,8,5,0,2018년
2329,인천,부평구,09월,20일,4,0,3,7,4,0,2018년
2330,인천,부평구,10월,20일,3,0,1,4,4,0,2018년
2331,인천,부평구,11월,20일,3,0,0,3,2,0,2018년
2332,인천,부평구,12월,20일,6,0,0,6,6,0,2018년
2333,인천,서구,01월,20일,0,0,1,1,1,0,2018년
2334,인천,서구,02월,20일,1,0,0,1,1,0,2018년
2335,인천,서구,03월,20일,6,0,1,7,4,0,2018년
2336,인천,서구,04월,20일,5,0,3,8,4,0,2018년
2337,인천,서구,05월,20일,1,0,0,1,1,0,2018년
2338,인천,서구,06월,20일,2,0,1,3,3,0,2018년
2339,인천,서구,07월,20일,3,0,2,5,5,0,2018년
2340,인천,서구,08월,20일,9,0,1,10,6,0,2018년
2341,인천,서구,09월,20일,2,0,2,4,4,0,2018년
2342,인천,서구,10월,20일,5,0,1,6,5,0,2018년
2343,인천,서구,11월,20일,2,1,1,4,4,0,2018년
2344,인천,서구,12월,20일,4,0,1,5,4,0,2018년
2345,인천,연수구,01월,20일,2,0,1,3,2,0,2018년
2346,인천,연수구,02월,20일,1,0,3,4,2,0,2018년
2347,인천,연수구,03월,20일,2,0,1,3,3,0,2018년
2348,인천,연수구,04월,20일,0,0,0,0,0,0,2018년
2349,인천,연수구,05월,20일,2,0,0,2,1,0,2018년
2350,인천,연수구,06월,20일,0,0,2,2,3,1,2018년
2351,인천,연수구,07월,20일,2,0,0,2,2,0,2018년
2352,인천,연수구,08월,20일,2,0,1,3,3,0,2018년
2353,인천,연수구,09월,20일,5,0,1,6,4,0,2018년
2354,인천,연수구,10월,20일,1,0,1,2,2,0,2018년
2355,인천,연수구,11월,20일,1,0,0,1,1,0,2018년
2356,인천,연수구,12월,20일,0,0,2,2,2,0,2018년
2357,인천,옹진군,01월,20일,0,0,0,0,0,0,2018년
2358,인천,옹진군,03월,20일,0,0,0,0,0,0,2018년
2359,인천,옹진군,04월,20일,0,0,0,0,0,0,2018년
2360,인천,옹진군,05월,20일,0,0,0,0,0,0,2018년
2361,인천,옹진군,06월,20일,0,0,0,0,0,0,2018년
2362,인천,옹진군,07월,20일,0,0,0,0,0,0,2018년
2363,인천,옹진군,08월,20일,0,0,0,0,0,0,2018년
2364,인천,옹진군,09월,20일,0,0,0,0,0,0,2018년
2365,인천,옹진군,10월,20일,0,0,1,1,1,0,2018년
2366,인천,옹진군,11월,20일,0,0,0,0,0,0,2018년
2367,인천,옹진군,12월,20일,0,1,0,1,1,0,2018년
2368,인천,중구,01월,20일,0,0,0,0,1,1,2018년
2369,인천,중구,02월,20일,1,0,0,1,1,0,2018년
2370,인천,중구,03월,20일,0,0,1,1,1,0,2018년
2371,인천,중구,04월,20일,1,0,0,1,1,0,2018년
2372,인천,중구,05월,20일,0,0,0,0,0,0,2018년
2373,인천,중구,06월,20일,2,0,0,2,1,0,2018년
2374,인천,중구,07월,20일,3,0,0,3,2,0,2018년
2375,인천,중구,08월,20일,0,0,0,0,0,0,2018년
2376,인천,중구,09월,20일,2,0,2,4,1,0,2018년
2377,인천,중구,10월,20일,2,0,1,3,2,0,2018년
2378,인천,중구,11월,20일,0,0,0,0,0,0,2018년
2379,인천,중구,12월,20일,1,0,0,1,1,0,2018년
2380,인천,강화군,01월,21일,0,0,0,0,0,0,2018년
2381,인천,강화군,02월,21일,0,0,0,0,0,0,2018년
2382,인천,강화군,03월,21일,1,0,0,1,1,0,2018년
2383,인천,강화군,04월,21일,0,0,1,1,1,0,2018년
2384,인천,강화군,05월,21일,0,0,0,0,0,0,2018년
2385,인천,강화군,06월,21일,2,0,0,2,2,0,2018년
2386,인천,강화군,07월,21일,0,0,1,1,1,0,2018년
2387,인천,강화군,08월,21일,0,0,0,0,0,0,2018년
2388,인천,강화군,09월,21일,1,0,1,2,2,0,2018년
2389,인천,강화군,10월,21일,1,0,0,1,1,0,2018년
2390,인천,강화군,11월,21일,0,0,0,0,0,0,2018년
2391,인천,강화군,12월,21일,2,0,0,2,2,0,2018년
2392,인천,계양구,01월,21일,1,0,0,1,1,0,2018년
2393,인천,계양구,02월,21일,1,0,0,1,1,0,2018년
2394,인천,계양구,03월,21일,0,0,1,1,1,0,2018년
2395,인천,계양구,04월,21일,6,0,1,7,6,0,2018년
2396,인천,계양구,05월,21일,2,2,1,5,4,0,2018년
2397,인천,계양구,06월,21일,4,2,0,6,2,0,2018년
2398,인천,계양구,07월,21일,0,1,1,2,2,0,2018년
2399,인천,계양구,08월,21일,4,0,3,7,5,0,2018년
2400,인천,계양구,09월,21일,2,0,1,3,2,0,2018년
2401,인천,계양구,10월,21일,4,0,0,4,2,0,2018년
2402,인천,계양구,11월,21일,3,2,0,5,2,0,2018년
2403,인천,계양구,12월,21일,1,0,0,1,1,0,2018년
2404,인천,남동구,01월,21일,3,0,1,4,1,0,2018년
2405,인천,남동구,02월,21일,6,1,2,9,4,0,2018년
2406,인천,남동구,03월,21일,5,0,4,9,7,0,2018년
2407,인천,남동구,04월,21일,4,0,1,5,3,0,2018년
2408,인천,남동구,05월,21일,2,0,0,2,2,0,2018년
2409,인천,남동구,06월,21일,5,1,1,7,6,0,2018년
2410,인천,남동구,07월,21일,10,0,2,12,8,0,2018년
2411,인천,남동구,08월,21일,5,1,0,6,4,0,2018년
2412,인천,남동구,09월,21일,12,0,3,15,8,0,2018년
2413,인천,남동구,10월,21일,6,0,0,6,1,0,2018년
2414,인천,남동구,11월,21일,6,0,3,9,6,0,2018년
2415,인천,남동구,12월,21일,1,0,1,2,3,1,2018년
2416,인천,동구,01월,21일,1,0,0,1,1,0,2018년
2417,인천,동구,02월,21일,0,0,0,0,0,0,2018년
2418,인천,동구,03월,21일,0,0,0,0,0,0,2018년
2419,인천,동구,04월,21일,0,0,0,0,0,0,2018년
2420,인천,동구,05월,21일,0,0,0,0,0,0,2018년
2421,인천,동구,06월,21일,0,0,0,0,0,0,2018년
2422,인천,동구,07월,21일,1,0,0,1,1,0,2018년
2423,인천,동구,08월,21일,1,0,1,2,2,0,2018년
2424,인천,동구,09월,21일,0,0,0,0,0,0,2018년
2425,인천,동구,10월,21일,0,0,0,0,0,0,2018년
2426,인천,동구,11월,21일,0,0,0,0,0,0,2018년
2427,인천,동구,12월,21일,1,0,0,1,1,0,2018년
2428,인천,미추홀구,01월,21일,3,0,0,3,3,0,2018년
2429,인천,미추홀구,02월,21일,0,0,0,0,0,0,2018년
2430,인천,미추홀구,03월,21일,2,0,2,4,3,0,2018년
2431,인천,미추홀구,04월,21일,2,0,2,4,3,0,2018년
2432,인천,미추홀구,05월,21일,4,0,0,4,3,0,2018년
2433,인천,미추홀구,06월,21일,7,2,1,10,7,0,2018년
2434,인천,미추홀구,07월,21일,2,1,0,3,3,0,2018년
2435,인천,미추홀구,08월,21일,1,0,0,1,1,0,2018년
2436,인천,미추홀구,09월,21일,2,2,4,8,7,0,2018년
2437,인천,미추홀구,10월,21일,2,1,2,5,5,0,2018년
2438,인천,미추홀구,11월,21일,3,0,0,3,2,0,2018년
2439,인천,미추홀구,12월,21일,0,0,1,1,1,0,2018년
2440,인천,부평구,01월,21일,3,1,1,5,4,0,2018년
2441,인천,부평구,02월,21일,0,0,0,0,0,0,2018년
2442,인천,부평구,03월,21일,1,0,1,2,2,0,2018년
2443,인천,부평구,04월,21일,4,0,0,4,4,0,2018년
2444,인천,부평구,05월,21일,8,0,1,9,7,0,2018년
2445,인천,부평구,06월,21일,1,0,0,1,1,0,2018년
2446,인천,부평구,07월,21일,3,0,0,3,3,0,2018년
2447,인천,부평구,08월,21일,2,0,2,4,2,0,2018년
2448,인천,부평구,09월,21일,2,0,0,2,2,0,2018년
2449,인천,부평구,10월,21일,0,0,1,1,1,0,2018년
2450,인천,부평구,11월,21일,2,0,2,4,3,0,2018년
2451,인천,부평구,12월,21일,2,0,1,3,3,0,2018년
2452,인천,서구,01월,21일,1,0,0,1,1,0,2018년
2453,인천,서구,02월,21일,2,1,1,4,3,0,2018년
2454,인천,서구,03월,21일,1,0,1,2,2,0,2018년
2455,인천,서구,04월,21일,1,0,2,3,2,0,2018년
2456,인천,서구,05월,21일,4,0,2,6,5,0,2018년
2457,인천,서구,06월,21일,0,0,1,1,1,0,2018년
2458,인천,서구,07월,21일,1,0,1,2,3,1,2018년
2459,인천,서구,08월,21일,0,0,0,0,0,0,2018년
2460,인천,서구,09월,21일,6,0,1,7,6,0,2018년
2461,인천,서구,10월,21일,1,0,0,1,1,0,2018년
2462,인천,서구,11월,21일,0,0,1,1,1,0,2018년
2463,인천,서구,12월,21일,3,0,2,5,4,0,2018년
2464,인천,연수구,01월,21일,1,0,0,1,1,0,2018년
2465,인천,연수구,02월,21일,5,0,0,5,3,0,2018년
2466,인천,연수구,03월,21일,2,0,2,4,2,0,2018년
2467,인천,연수구,04월,21일,4,0,0,4,3,0,2018년
2468,인천,연수구,05월,21일,0,0,1,1,1,0,2018년
2469,인천,연수구,06월,21일,2,0,0,2,1,0,2018년
2470,인천,연수구,07월,21일,1,1,0,2,2,0,2018년
2471,인천,연수구,08월,21일,3,0,0,3,1,0,2018년
2472,인천,연수구,09월,21일,2,0,0,2,3,2,2018년
2473,인천,연수구,10월,21일,0,0,1,1,1,0,2018년
2474,인천,연수구,11월,21일,4,1,0,5,1,0,2018년
2475,인천,연수구,12월,21일,1,0,0,1,1,0,2018년
2476,인천,옹진군,01월,21일,0,0,0,0,0,0,2018년
2477,인천,옹진군,03월,21일,0,0,0,0,0,0,2018년
2478,인천,옹진군,04월,21일,0,0,0,0,0,0,2018년
2479,인천,옹진군,05월,21일,0,0,0,0,0,0,2018년
2480,인천,옹진군,06월,21일,1,0,0,1,1,0,2018년
2481,인천,옹진군,07월,21일,0,0,0,0,0,0,2018년
2482,인천,옹진군,08월,21일,0,0,0,0,0,0,2018년
2483,인천,옹진군,09월,21일,0,0,0,0,0,0,2018년
2484,인천,옹진군,10월,21일,0,0,0,0,0,0,2018년
2485,인천,옹진군,11월,21일,0,0,0,0,0,0,2018년
2486,인천,옹진군,12월,21일,0,0,0,0,0,0,2018년
2487,인천,중구,01월,21일,0,0,0,0,0,0,2018년
2488,인천,중구,02월,21일,0,0,1,1,1,0,2018년
2489,인천,중구,03월,21일,1,0,0,1,1,0,2018년
2490,인천,중구,04월,21일,3,0,2,5,1,0,2018년
2491,인천,중구,05월,21일,0,0,0,0,0,0,2018년
2492,인천,중구,06월,21일,0,0,0,0,0,0,2018년
2493,인천,중구,07월,21일,0,0,0,0,0,0,2018년
2494,인천,중구,08월,21일,0,0,1,1,1,0,2018년
2495,인천,중구,09월,21일,0,0,0,0,0,0,2018년
2496,인천,중구,10월,21일,1,0,0,1,1,0,2018년
2497,인천,중구,11월,21일,0,0,1,1,1,0,2018년
2498,인천,중구,12월,21일,0,0,0,0,0,0,2018년
2499,인천,강화군,01월,22일,0,0,0,0,0,0,2018년
2500,인천,강화군,02월,22일,0,0,1,1,1,0,2018년
2501,인천,강화군,03월,22일,0,0,0,0,0,0,2018년
2502,인천,강화군,04월,22일,0,0,0,0,0,0,2018년
2503,인천,강화군,05월,22일,0,0,0,0,0,0,2018년
2504,인천,강화군,06월,22일,0,0,1,1,1,0,2018년
2505,인천,강화군,07월,22일,0,0,1,1,1,0,2018년
2506,인천,강화군,08월,22일,0,0,0,0,0,0,2018년
2507,인천,강화군,09월,22일,3,0,0,3,2,0,2018년
2508,인천,강화군,10월,22일,0,0,0,0,0,0,2018년
2509,인천,강화군,11월,22일,0,0,0,0,0,0,2018년
2510,인천,강화군,12월,22일,0,0,1,1,1,0,2018년
2511,인천,계양구,01월,22일,0,1,0,1,1,0,2018년
2512,인천,계양구,02월,22일,0,0,1,1,1,0,2018년
2513,인천,계양구,03월,22일,0,0,0,0,0,0,2018년
2514,인천,계양구,04월,22일,2,0,1,3,2,0,2018년
2515,인천,계양구,05월,22일,0,0,0,0,0,0,2018년
2516,인천,계양구,06월,22일,0,0,1,1,1,0,2018년
2517,인천,계양구,07월,22일,2,0,2,4,2,0,2018년
2518,인천,계양구,08월,22일,0,0,0,0,0,0,2018년
2519,인천,계양구,09월,22일,2,0,1,3,3,0,2018년
2520,인천,계양구,10월,22일,0,0,1,1,1,0,2018년
2521,인천,계양구,11월,22일,2,0,0,2,2,0,2018년
2522,인천,계양구,12월,22일,1,0,1,2,2,0,2018년
2523,인천,남동구,01월,22일,2,1,0,3,4,1,2018년
2524,인천,남동구,02월,22일,2,0,2,4,3,0,2018년
2525,인천,남동구,03월,22일,10,0,0,10,6,0,2018년
2526,인천,남동구,04월,22일,2,0,0,2,2,0,2018년
2527,인천,남동구,05월,22일,6,0,1,7,4,0,2018년
2528,인천,남동구,06월,22일,12,0,3,15,7,0,2018년
2529,인천,남동구,07월,22일,3,0,0,3,2,0,2018년
2530,인천,남동구,08월,22일,3,0,0,3,3,0,2018년
2531,인천,남동구,09월,22일,5,1,1,7,7,0,2018년
2532,인천,남동구,10월,22일,9,1,0,10,7,0,2018년
2533,인천,남동구,11월,22일,4,0,0,4,2,0,2018년
2534,인천,남동구,12월,22일,7,0,5,12,8,0,2018년
2535,인천,동구,01월,22일,0,0,0,0,0,0,2018년
2536,인천,동구,02월,22일,2,0,2,4,1,0,2018년
2537,인천,동구,03월,22일,0,0,0,0,0,0,2018년
2538,인천,동구,04월,22일,1,0,0,1,1,0,2018년
2539,인천,동구,05월,22일,0,0,0,0,0,0,2018년
2540,인천,동구,06월,22일,0,0,0,0,0,0,2018년
2541,인천,동구,07월,22일,0,0,0,0,0,0,2018년
2542,인천,동구,08월,22일,1,0,1,2,2,0,2018년
2543,인천,동구,09월,22일,3,2,0,5,1,0,2018년
2544,인천,동구,10월,22일,0,0,0,0,0,0,2018년
2545,인천,동구,11월,22일,0,0,0,0,0,0,2018년
2546,인천,동구,12월,22일,1,0,0,1,1,0,2018년
2547,인천,미추홀구,01월,22일,2,0,0,2,2,0,2018년
2548,인천,미추홀구,02월,22일,6,1,1,8,6,0,2018년
2549,인천,미추홀구,03월,22일,6,0,1,7,5,0,2018년
2550,인천,미추홀구,04월,22일,0,0,4,4,3,0,2018년
2551,인천,미추홀구,05월,22일,2,0,0,2,1,0,2018년
2552,인천,미추홀구,06월,22일,1,0,0,1,1,0,2018년
2553,인천,미추홀구,07월,22일,3,0,0,3,3,0,2018년
2554,인천,미추홀구,08월,22일,5,0,0,5,3,0,2018년
2555,인천,미추홀구,09월,22일,5,1,1,7,4,0,2018년
2556,인천,미추홀구,10월,22일,6,1,2,9,3,0,2018년
2557,인천,미추홀구,11월,22일,2,0,2,4,4,0,2018년
2558,인천,미추홀구,12월,22일,2,0,1,3,3,0,2018년
2559,인천,부평구,01월,22일,5,0,3,8,7,1,2018년
2560,인천,부평구,02월,22일,1,0,1,2,2,0,2018년
2561,인천,부평구,03월,22일,6,0,2,8,5,0,2018년
2562,인천,부평구,04월,22일,4,0,0,4,3,1,2018년
2563,인천,부평구,05월,22일,0,0,0,0,0,0,2018년
2564,인천,부평구,06월,22일,7,0,3,10,6,0,2018년
2565,인천,부평구,07월,22일,0,0,0,0,0,0,2018년
2566,인천,부평구,08월,22일,3,0,2,5,4,0,2018년
2567,인천,부평구,09월,22일,3,1,3,7,4,0,2018년
2568,인천,부평구,10월,22일,3,0,2,5,4,0,2018년
2569,인천,부평구,11월,22일,1,0,1,2,2,0,2018년
2570,인천,부평구,12월,22일,1,0,0,1,1,0,2018년
2571,인천,서구,01월,22일,1,0,1,2,3,1,2018년
2572,인천,서구,02월,22일,1,0,1,2,2,0,2018년
2573,인천,서구,03월,22일,4,0,0,4,2,0,2018년
2574,인천,서구,04월,22일,4,0,0,4,2,0,2018년
2575,인천,서구,05월,22일,4,0,1,5,4,0,2018년
2576,인천,서구,06월,22일,4,0,1,5,3,0,2018년
2577,인천,서구,07월,22일,7,0,1,8,5,0,2018년
2578,인천,서구,08월,22일,4,0,1,5,4,0,2018년
2579,인천,서구,09월,22일,2,0,1,3,3,0,2018년
2580,인천,서구,10월,22일,4,0,0,4,4,0,2018년
2581,인천,서구,11월,22일,2,0,1,3,3,0,2018년
2582,인천,서구,12월,22일,3,0,0,3,3,0,2018년
2583,인천,연수구,01월,22일,2,0,2,4,3,0,2018년
2584,인천,연수구,02월,22일,5,0,0,5,2,0,2018년
2585,인천,연수구,03월,22일,2,0,1,3,3,0,2018년
2586,인천,연수구,04월,22일,3,0,2,5,3,0,2018년
2587,인천,연수구,05월,22일,0,0,1,1,1,0,2018년
2588,인천,연수구,06월,22일,1,1,0,2,1,0,2018년
2589,인천,연수구,07월,22일,1,0,0,1,1,0,2018년
2590,인천,연수구,08월,22일,5,0,1,6,3,0,2018년
2591,인천,연수구,09월,22일,0,0,0,0,0,0,2018년
2592,인천,연수구,10월,22일,2,0,0,2,1,0,2018년
2593,인천,연수구,11월,22일,3,0,0,3,3,0,2018년
2594,인천,연수구,12월,22일,5,0,1,6,2,0,2018년
2595,인천,옹진군,01월,22일,0,0,0,0,0,0,2018년
2596,인천,옹진군,03월,22일,0,0,0,0,0,0,2018년
2597,인천,옹진군,04월,22일,0,0,0,0,0,0,2018년
2598,인천,옹진군,05월,22일,0,0,0,0,0,0,2018년
2599,인천,옹진군,06월,22일,0,0,0,0,0,0,2018년
2600,인천,옹진군,07월,22일,0,0,0,0,0,0,2018년
2601,인천,옹진군,08월,22일,0,0,0,0,0,0,2018년
2602,인천,옹진군,09월,22일,0,0,0,0,0,0,2018년
2603,인천,옹진군,10월,22일,0,0,0,0,0,0,2018년
2604,인천,옹진군,11월,22일,0,0,0,0,0,0,2018년
2605,인천,옹진군,12월,22일,0,0,0,0,0,0,2018년
2606,인천,중구,01월,22일,3,0,0,3,2,1,2018년
2607,인천,중구,02월,22일,2,0,0,2,1,0,2018년
2608,인천,중구,03월,22일,0,1,0,1,1,0,2018년
2609,인천,중구,04월,22일,0,0,1,1,1,0,2018년
2610,인천,중구,05월,22일,1,0,0,1,1,0,2018년
2611,인천,중구,06월,22일,3,0,0,3,2,0,2018년
2612,인천,중구,07월,22일,4,0,1,5,1,0,2018년
2613,인천,중구,08월,22일,3,1,3,7,3,0,2018년
2614,인천,중구,09월,22일,1,0,0,1,1,0,2018년
2615,인천,중구,10월,22일,2,1,0,3,2,0,2018년
2616,인천,중구,11월,22일,3,0,1,4,2,0,2018년
2617,인천,중구,12월,22일,0,0,0,0,0,0,2018년
2618,인천,강화군,01월,23일,0,0,0,0,0,0,2018년
2619,인천,강화군,02월,23일,1,0,1,2,2,0,2018년
2620,인천,강화군,03월,23일,0,0,0,0,0,0,2018년
2621,인천,강화군,04월,23일,0,0,0,0,0,0,2018년
2622,인천,강화군,05월,23일,0,0,0,0,0,0,2018년
2623,인천,강화군,06월,23일,0,0,0,0,0,0,2018년
2624,인천,강화군,07월,23일,2,0,0,2,1,0,2018년
2625,인천,강화군,08월,23일,0,0,0,0,0,0,2018년
2626,인천,강화군,09월,23일,0,0,0,0,0,0,2018년
2627,인천,강화군,10월,23일,0,0,0,0,0,0,2018년
2628,인천,강화군,11월,23일,0,0,1,1,1,0,2018년
2629,인천,강화군,12월,23일,1,0,1,2,2,0,2018년
2630,인천,계양구,01월,23일,0,0,0,0,0,0,2018년
2631,인천,계양구,02월,23일,1,1,1,3,2,0,2018년
2632,인천,계양구,03월,23일,1,0,0,1,1,0,2018년
2633,인천,계양구,04월,23일,2,0,0,2,1,0,2018년
2634,인천,계양구,05월,23일,2,0,1,3,3,0,2018년
2635,인천,계양구,06월,23일,3,0,1,4,3,0,2018년
2636,인천,계양구,07월,23일,4,0,0,4,3,0,2018년
2637,인천,계양구,08월,23일,2,1,0,3,3,0,2018년
2638,인천,계양구,09월,23일,5,0,0,5,3,0,2018년
2639,인천,계양구,10월,23일,3,0,2,5,5,0,2018년
2640,인천,계양구,11월,23일,1,0,1,2,2,0,2018년
2641,인천,계양구,12월,23일,1,0,1,2,2,0,2018년
2642,인천,남동구,01월,23일,4,0,1,5,4,0,2018년
2643,인천,남동구,02월,23일,6,0,4,10,7,0,2018년
2644,인천,남동구,03월,23일,5,0,0,5,2,0,2018년
2645,인천,남동구,04월,23일,3,0,1,4,4,0,2018년
2646,인천,남동구,05월,23일,3,1,2,6,6,0,2018년
2647,인천,남동구,06월,23일,5,0,1,6,3,0,2018년
2648,인천,남동구,07월,23일,5,0,1,6,4,0,2018년
2649,인천,남동구,08월,23일,0,0,1,1,1,0,2018년
2650,인천,남동구,09월,23일,3,0,1,4,2,0,2018년
2651,인천,남동구,10월,23일,7,0,3,10,7,0,2018년
2652,인천,남동구,11월,23일,5,0,1,6,4,0,2018년
2653,인천,남동구,12월,23일,1,0,0,1,1,0,2018년
2654,인천,동구,01월,23일,0,0,0,0,0,0,2018년
2655,인천,동구,02월,23일,1,0,0,1,1,0,2018년
2656,인천,동구,03월,23일,0,0,0,0,0,0,2018년
2657,인천,동구,04월,23일,0,0,0,0,0,0,2018년
2658,인천,동구,05월,23일,0,0,0,0,0,0,2018년
2659,인천,동구,06월,23일,0,0,0,0,0,0,2018년
2660,인천,동구,07월,23일,0,0,0,0,0,0,2018년
2661,인천,동구,08월,23일,0,0,0,0,0,0,2018년
2662,인천,동구,09월,23일,0,0,0,0,0,0,2018년
2663,인천,동구,10월,23일,0,0,0,0,0,0,2018년
